mask,cellPx,pitchPx,cells,G0,s,Ia,seed,t,ber,on_min,on_median,off_max,false_activation,bg_max,lyapunov_at_end
moat,3,6,49,3.8,-0.6,0.05,1,10,0.2857142857142857,0.0027760339399950356,0.6239322568568011,2.347680796706559,0.15,0.5632641320481879,NaN
moat,3,6,49,3.8,-0.6,0.05,1,30,0.3877551020408163,0.005029976369673563,0.5480435975228097,6.284445200822421,0.4,0.7372316704741668,NaN
moat,3,6,49,3.8,-0.6,0.05,1,100,0.42857142857142855,0.005857405177251147,0.5588486359793556,6.171638202640302,0.4,0.7374492666881262,NaN
moat,3,6,49,3.8,-0.6,0.05,1,300,0.40816326530612246,0.001453911555179073,0.5561969050345563,6.194973282055672,0.4,0.6463136962089835,NaN
moat,3,6,49,3.8,-0.6,0.05,1,1000,0.3877551020408163,0.0016117564327684786,0.558190181044776,6.508708340595874,0.4,0.7537195450603835,NaN
moat,3,6,49,3.8,-0.6,0.05,1,1500,0.3877551020408163,0.004582381382392336,0.5815440613339973,6.4183451700842555,0.4,0.7395571401755263,NaN
moat,3,6,49,3.8,-0.6,0.05,2,1,0.061224489795918366,0.11836798979198972,1.6618264703799328,0.02871015751705098,0,0.8164548973523241,NaN
moat,3,6,49,3.8,-0.6,0.05,2,3,0.14285714285714285,0.004726991036976902,1.5697125290878782,0.09051055452470075,0,0.6343894892986349,NaN
moat,3,6,49,3.8,-0.6,0.05,2,10,0.24489795918367346,0.0037030361092446878,1.7763905704130738,2.7751955677486917,0.125,0.6556793477222926,NaN
moat,3,6,49,3.8,-0.6,0.05,2,30,0.3673469387755102,0.005147573951532014,1.9406141918391566,4.91429633027167,0.3333333333333333,0.8145414420620738,NaN
moat,3,6,49,3.8,-0.6,0.05,2,100,0.3673469387755102,0.005524124408545492,1.951429178308067,5.150132689347795,0.3333333333333333,0.8023225571278334,NaN
moat,3,6,49,3.8,-0.6,0.05,2,300,0.3469387755102041,0.005779351485893235,1.9415005245579806,5.618779744052038,0.3333333333333333,0.785119598032569,NaN
moat,3,6,49,3.8,-0.6,0.05,2,1000,0.3673469387755102,0.004308487697265134,1.791614681676382,5.698164055931309,0.375,0.7254473133514252,NaN
moat,3,6,49,3.8,-0.6,0.05,2,1500,0.3877551020408163,0.004671124511945499,1.567169504025929,5.8150237092094805,0.4166666666666667,0.7375474218822485,NaN
moat,3,6,49,3.8,-0.6,0.05,3,1,0.061224489795918366,0.1059826107127902,0.952416594260087,0.028066810548906737,0,0.943461513873362,NaN
moat,3,6,49,3.8,-0.6,0.05,3,3,0.20408163265306123,0.0004174405465246778,0.41545353802689117,0.05420546764616591,0,0.4893627113129656,NaN
moat,3,6,49,3.8,-0.6,0.05,3,10,0.3877551020408163,0.0002955745173815144,0.10639563682091638,1.6581613015524599,0.16666666666666666,0.5385022321011955,NaN
moat,3,6,49,3.8,-0.6,0.05,3,30,0.5510204081632653,0.000643642664238507,0.04779836979998565,5.580740839962957,0.5,0.7147518865110485,NaN
