cellPx,gapPx,pitch_um,cells,states_per_mm2,G0,s,Ia,dark,seed,t,ber,on_min,on_mean,off_max,false_activation,energy,lyapunov_at_end,fixed_point_residual
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,1000,0.6666666666666666,7.651895705760014,7.984365401152506,8.84046406279509,1,680.4769531181182,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,1,3000,0.6666666666666666,7.654353583409163,7.979769173759725,8.841745171934381,1,680.7266924592055,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,1,0,2.9126247972513104,2.9900470995731174,0.004702892353914758,0,118.58431992824502,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,3,0,4.825474602335359,5.034138737329691,0.01806641671464075,0,195.30366445435277,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,10,0,7.001768491766278,7.3974754757842405,0.10246639876327322,0,288.0161143945232,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,30,0.5555555555555556,7.279243878991824,7.649712624902859,8.872733205828728,1,661.6888409575247,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,100,0.5555555555555556,7.314132566427729,7.67864316618965,8.927738912013439,1,675.5531311948514,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,300,0.5555555555555556,7.372272572668602,7.741060755860783,8.870102920433217,1,679.186331918621,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,1000,0.5555555555555556,7.40532318865513,7.774021802286319,8.842595403981228,1,680.7277335822678,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,2,3000,0.5555555555555556,7.405608364148518,7.774040931416163,8.841746444709678,1,680.726802344126,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,1,0,2.9392739135793935,3.0342700659129056,0.005914343656225311,0,209.37951684503446,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,3,0,4.866768123370747,5.138738224628271,0.018265450722435062,0,347.36212744773735,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,10,0,7.044102053826062,7.544238581273069,0.2208670953654186,0,510.5267569689004,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,30,0.2222222222222222,7.3006936497086095,7.731157640226297,8.922867857883153,1,672.8503219518228,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,100,0.2222222222222222,7.337173203292626,7.774692693664902,8.902599563050098,1,676.8617862293245,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,300,0.2222222222222222,7.383964455142881,7.835608436817513,8.851757818341499,1,679.5893111877782,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,1000,0.2222222222222222,7.405185793354843,7.861701072679976,8.841818700659951,1,680.7047288040195,NaN,NaN
3,3,120,9,69.44444444444444,6,-0.8,0.2,0.001,3,3000,0.2222222222222222,7.4056080720753,7.862208804305815,8.841746188723484,1,680.7267807229971,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,1,0,2.1767374220703233,2.239782810250675,0.003149638736192325,0,67.40042572272081,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,3,0,2.7743529236987814,2.90310096181889,0.014526459751095582,0,85.17636266689739,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,10,0.2222222222222222,3.5576484216911166,3.8347889025282336,0.9290200970095377,0.3333333333333333,127.46880993344308,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,30,0.6666666666666666,3.7380479994386206,4.159404485405733,4.610675492546311,1,305.8987023463137,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,100,0.6666666666666666,3.769407493045926,4.177189501105109,4.76630336169108,1,350.68273733093696,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,300,0.6666666666666666,3.796582302035912,4.216213105084908,4.749005139479639,1,351.72597773813754,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,1000,0.6666666666666666,3.772200086410918,4.172838914452296,4.771742749762757,1,351.23797519429684,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,1,3000,0.6666666666666666,3.8025927270882587,4.168522052587924,4.792148411212182,1,351.0266747520171,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,1,0,2.131990374766874,2.1996967264978413,0.003998299601054871,0,88.95995746999318,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,3,0,2.6584742164145116,2.8123167554922937,0.012314656902574557,0,110.56093749117863,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,10,0.1111111111111111,3.330308431235258,3.632880481858073,0.9015771510297323,0.2,155.04489190637372,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,30,0.5555555555555556,3.517962975218317,3.9485672258595974,4.397012572509051,1,339.63906089631274,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,100,0.5555555555555556,3.539824312229261,3.922603494174848,4.671260069982993,1,348.2561741547988,NaN,NaN
3,4,140,9,51.0204081632653,4,-0.6,0.05,0.001,2,300,0.5555555555555556,3.5735470888042067,3.9734908062197185,4.766017821299422,1,351.96602631937697,NaN,NaN
