mask,cellPx,pitchPx,cells,kerr,G0,s,T,seed,lyapunov,energy_final_rel,mean_cell_I,max_cell_I,pattern_corr_T_vs_0,pattern_corr_T_vs_half,ber,fill_fraction,input_response,pulse_cell_final_I,thr,class,analytic
moat,3.0,5.0,9.0,0.0,1.9,-0.6,3000.0,7.0,-0.3448530198834558,0.0,0.0,0.0,0.0,0.0,0.4567901234567901,0.0,0.0,0.0,0.44999999999999996,extinct (trivial attractor),bistable
moat,3.0,5.0,9.0,0.0,1.9,-0.8,3000.0,7.0,-0.6914266101865574,0.0,0.0,0.0,0.0,0.0,0.4567901234567901,0.0,0.0,0.0,0.44999999999999996,extinct (trivial attractor),bistable
moat,3.0,5.0,9.0,0.0,2.0,-0.2,3000.0,7.0,2.2210995867243375e-06,0.26962711873896616,0.17400320431333247,1.1212914415020745,0.11515832447338711,0.9999997352851151,0.41975308641975306,0.032958984375,1.3073019362162628e-07,0.0022655644959471873,0.44999999999999996,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.0,-0.4,3000.0,7.0,1.3011107187194196e-06,0.15917089513012506,0.10505840903245109,0.9772944120826976,0.09736681665495608,0.9999993554307718,0.4444444444444444,0.021484375,4.3509138946933535e-08,0.0005472613861949049,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.0,-0.6,3000.0,7.0,-6.6382640800082575e-09,0.028450712188522683,0.018658364075299253,0.6288251327268808,0.2084875115977135,0.9999999999954432,0.43209876543209874,0.004150390625,1.7360449877965294e-09,2.6767420759221647e-05,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.0,-0.8,3000.0,7.0,-0.6657799629702771,0.0,0.0,0.0,0.0,0.0,0.4567901234567901,0.0,0.0,0.0,0.44999999999999996,extinct (trivial attractor),bistable
moat,3.0,5.0,9.0,0.0,2.1,-0.2,3000.0,7.0,-7.253126342784036e-07,0.3795030306553911,0.24217457449462879,1.4065192437055003,0.12184211662637859,0.9999996899326474,0.4444444444444444,0.042724609375,2.8173652625937216e-07,0.003465664146862729,0.44999999999999996,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.1,-0.4,3000.0,7.0,5.036511028529832e-06,0.2979430119122862,0.19398821424418877,1.2738737153328228,0.10975879663667792,0.999999773533853,0.3950617283950617,0.037841796875,7.332409767207179e-07,0.002322592910281317,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.1,-0.6,3000.0,7.0,-3.0475486487299393e-09,0.11481855027893817,0.07551542985480199,1.080463504260381,0.26852837743772323,0.9999999999686575,0.3950617283950617,0.014892578125,1.885575637215856e-09,0.0001277375671379111,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.1,-0.8,3000.0,7.0,-1.6173030906029333e-09,0.035510190929114754,0.02328307745350122,0.7438207230385322,0.211610346691108,0.9999999999999293,0.41975308641975306,0.00537109375,1.9950354205175573e-10,2.5626762354767132e-05,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.2,-0.2,3000.0,7.0,-1.0515070003280563e-06,0.5022853193068483,0.31716073211720325,1.6713206804164762,0.12551628318620708,0.9999998548227597,0.4444444444444444,0.050537109375,3.2352772227441976e-07,0.004986834188815927,0.5013962041249428,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.2,-0.4,3000.0,7.0,2.365078891969673e-07,0.4143479373783435,0.26657873822999434,1.5882455958887338,0.11706356393102049,0.999999974920294,0.4444444444444444,0.043212890625,2.0487054066280173e-07,0.003573355324796999,0.4764736787666201,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.2,-0.6,3000.0,7.0,-3.755105385495425e-07,0.247880489417664,0.16295064708222104,1.3783076075128993,0.18070802194479885,0.9999999782105815,0.38271604938271603,0.02783203125,4.826655914364828e-08,0.0007574654977833402,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.2,-0.8,3000.0,7.0,-2.782565792467198e-06,0.07792675565666242,0.050991141423933406,1.1398087147002003,0.26870366273433915,0.9999999377396638,0.3950617283950617,0.00927734375,1.5456994092685326e-07,5.085421287324354e-05,0.44999999999999996,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.4,-0.2,3000.0,7.0,-0.00016900859361036898,0.795690589505221,0.48992981499911614,2.233788855243993,0.13268946605949583,0.9987764419434046,0.41975308641975306,0.0625,6.148811690263294e-05,0.015109154706541058,0.6701366565731979,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.4,-0.4,3000.0,7.0,-8.869065786925143e-06,0.6690195863067362,0.42122526090162693,2.178001515677499,0.12808416120076138,0.9999978851896085,0.41975308641975306,0.053955078125,3.623783023150774e-07,0.006612735099445797,0.6534004547032497,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.4,-0.6,3000.0,7.0,2.439760145030597e-07,0.5809851929788701,0.3717915120012524,2.0922454887497883,0.11923049290823617,0.9999998562131834,0.4444444444444444,0.048583984375,3.344681171631878e-07,0.004978175424830623,0.6276736466249365,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.4,-0.8,3000.0,7.0,1.950841991125006e-07,0.31688521237964373,0.2080653211326594,1.8223809697960922,0.23227923182160845,0.9999999998225247,0.37037037037037035,0.028564453125,4.829927251953686e-09,0.0007389974107549073,0.5467142909388276,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.6,-0.2,3000.0,7.0,-5.0408748072884904e-05,1.1349548581569793,0.680867664983532,2.917726206637374,0.1450190896638148,0.9977849174017425,0.41975308641975306,0.0791015625,0.00040010384172687875,0.03132104800502882,0.8753178619912122,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.6,-0.4,3000.0,7.0,0.0001588094504914082,0.9958320570487049,0.6138470581630653,2.723836386133852,0.13169383498755793,0.9974644169986246,0.4567901234567901,0.070556640625,0.0001490115024125877,0.020936966147232616,0.8171509158401555,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,2.6,-0.6,3000.0,7.0,-0.0004463002960276816,0.8546768175049164,0.5361145707761655,2.69274404679412,0.12947996728378325,0.9999706372043183,0.4444444444444444,0.060791015625,8.744636651138216e-07,0.00856097521141101,0.807823214038236,near-critical,bistable
moat,3.0,5.0,9.0,0.0,2.6,-0.8,3000.0,7.0,-5.437610315302642e-07,0.6630401934852905,0.4246247785595358,2.523195391810381,0.11902722515642654,0.9999996332919135,0.4444444444444444,0.045166015625,1.1083315538799254e-06,0.0007068697578451187,0.7569586175431142,near-critical,bistable
moat,3.0,5.0,9.0,0.0,3.0,-0.2,3000.0,7.0,-0.00023669832341536635,1.827144801104125,1.0430173660731548,4.391953398412397,0.13864165963829025,0.9870022139108382,0.41975308641975306,0.108154296875,0.003649308094849911,0.05585252218789465,1.3175860195237192,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,3.0,-0.4,3000.0,7.0,0.0036124889478997045,1.7989851073414458,1.026875293258191,4.20757941124119,0.12191055010102404,0.9865078463036935,0.41975308641975306,0.112060546875,1.0851899022148421,0.01914418580442555,1.2622738233723572,chaotic/expanding,off-unstable
moat,3.0,5.0,9.0,0.0,3.0,-0.6,3000.0,7.0,-0.00013719817593726172,1.6124905667570737,0.9651990910628608,3.900637522184096,0.14205312133691242,0.9999439014950111,0.43209876543209874,0.092529296875,0.00039919604526642054,0.05066717795108888,1.1701912566552288,near-critical,bistable
moat,3.0,5.0,9.0,0.0,3.0,-0.8,3000.0,7.0,-9.505787003415656e-05,1.49742205064913,0.9108301719880175,3.9817829538807783,0.1306513228834924,0.993588800539312,0.41975308641975306,0.086181640625,0.00015225582108486136,0.04108012681942579,1.1945348861642335,near-critical,bistable
moat,3.0,5.0,9.0,0.0,3.5,-0.2,3000.0,7.0,-0.0007549754091570862,2.8581220394719673,1.5711111212493922,5.854274260466934,0.13317643773343452,0.9678931617523004,0.3950617283950617,0.1533203125,0.005117988726133072,0.09005404298974996,1.7562822781400802,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,3.5,-0.4,3000.0,7.0,0.004805391171827162,2.7078196629327094,1.5006179934340729,5.796095756132157,0.14595228639987087,0.9760932139755771,0.4567901234567901,0.151123046875,2.7682848595381535,0.14219496829653624,1.7388287268396472,chaotic/expanding,off-unstable
moat,3.0,5.0,9.0,0.0,3.5,-0.6,3000.0,7.0,0.0008357977693550008,2.667633280927777,1.5089178144710498,5.5508399343906945,0.1572295580491752,0.9926136345279599,0.43209876543209874,0.138671875,0.045055657229437975,0.10747890766730996,1.6652519803172083,near-critical,bistable
moat,3.0,5.0,9.0,0.0,3.5,-0.8,3000.0,7.0,0.0007728638264722733,2.5162740444828287,1.4336047383222998,5.44415461530288,0.14165334149185851,0.9761686895534073,0.4444444444444444,0.131103515625,0.005084706004183957,0.042323959394504486,1.633246384590864,near-critical,bistable
moat,3.0,5.0,9.0,0.0,4.0,-0.2,3000.0,7.0,0.0007452884705181109,4.16345329455983,2.1963159295272034,7.5276878709633035,0.16926898141713806,0.9871011008093543,0.3950617283950617,0.223876953125,0.045471741402728715,0.1788863305666729,2.258306361288991,near-critical,off-unstable
moat,3.0,5.0,9.0,0.0,4.0,-0.4,3000.0,7.0,0.0034092171750344444,3.9008734591955125,2.0807002543523954,7.0280809065524394,0.1305471125191145,0.9806209252703435,0.48148148148148145,0.209228515625,3.617994481274768,0.1789379480722827,2.1084242719657316,chaotic/expanding,off-unstable
moat,3.0,5.0,9.0,0.0,4.0,-0.6,3000.0,7.0,0.003206649645326065,3.9358462556367413,2.0570463265208687,6.399923851762063,0.1543289690460756,0.9751393693764725,0.3950617283950617,0.22265625,0.015340730519559868,0.2337873177767313,1.9199771555286187,chaotic/expanding,off-unstable
moat,3.0,5.0,9.0,0.0,4.0,-0.8,3000.0,7.0,0.0024899782280185493,3.7395280989328343,1.9749266781049553,7.156205752022869,0.14951780451451427,0.9669094803506875,0.38271604938271603,0.21044921875,0.03383409486579674,0.13599055917918135,2.1468617256068607,chaotic/expanding,bistable
